-2.289626326,2.323293202,-2.322411331
0.228248403,3.023812023,-0.759469115
-2.06618881,2.395009936,3.031499766
0.998505818,-2.703197999,-0.289290853
0.908663834,2.537296819,-0.125789714
1.685179254,-0.077000271,-0.437645926
2.456798504,0.811688671,1.327080821
-2.768751538,0.952376287,1.593245059
1.085523591,-1.434685482,0.547127808
-0.741338519,-1.664401645,-1.018492836
-2.731114333,-0.89540227,-2.752824733
0.658823483,2.910651262,-1.302704071
3.113048876,1.298790391,-0.51403663
-2.218440343,2.348969182,-3.114526507
-0.300713563,-3.103015311,-1.249315096
-2.005599881,2.545046727,-2.112235937
1.738393579,1.902119849,2.55600784
-2.358921756,-0.64503485,0.007950363
2.507718707,0.844361197,-1.47966563
-2.730015198,1.895660094,0.987133137
3.089728608,2.122984092,2.068991522
0.926336183,0.348290129,0.996680085
-1.461099874,0.974490407,-2.511007751
-1.76273328,-2.034443936,-1.570796327
-2.395135833,-2.774756164,0.650959019
2.751918063,1.049018133,1.68471149
-2.117819607,2.509460358,-2.178841052
-3.03023417,2.360107668,0.103403462
-2.128249757,2.459936928,1.828075536
1.58738932,-0.335761556,-2.890525466
2.996414391,1.032517051,1.696644176
2.881124406,1.120757873,-0.805591257
3.042059447,1.371737221,0.72061061
2.016479875,-0.698866907,0.028538962
2.373874377,1.775725851,-0.202869333
3.034079316,-0.470326459,2.018779938
-0.377958441,0.952623554,-2.374814312
0.736692254,1.779989841,-0.151226083
0.381161771,-1.422521527,-2.28815291
0.286269735,-1.39125427,-1.478894011
1.536718615,0.045287738,1.559817038
-0.655503059,-2.49064926,-2.734882274
-1.443305679,-1.761364683,-0.531834418
-0.190755551,-1.847809943,-1.136631829
-0.290050412,-2.009190981,2.611993958
-0.007931096,1.537351553,2.634156112
3.141592654,-1.901756509,-1.14246429
1.404627935,1.064949512,2.1372943
-0.006559673,-2.891848539,-2.254403759
-1.458472837,-0.497224908,-1.511152358
-2.766088159,-0.527662587,1.901601529
-1.36960366,3.106168342,2.304065164
-0.868166261,-0.215266496,-2.506384788
-0.154418108,-2.947624756,-2.523479386
-3.047228664,1.483771783,2.8737632
-0.345499058,1.570796327,0.060764861
-0.960019404,-3.069489989,-2.005308646
-1.198612192,-2.923751065,-1.420114725
-0.337261203,-2.8825146,0.440765645
0.367173834,-0.480223256,0.251088996
-2.348923654,2.904226473,-2.417404339
2.550710979,-0.295938167,3.141592654
-1.427998101,0.434114444,0.728523424
2.918296152,1.232984892,-1.47533309
-1.005745488,2.183437264,-0.214360691
